residence	current_location	blood_group	job	mail	user_id	birthdate	company	name	username	ssn	registration	station_ID
		O+		hgorlitz@aol.de	909		Linke	Prof. Evelin Schmiedt B.A.	lkensy	330-46-7445	07/21/2020, 00:00:00	75
	(Decimal('-32.187578'), Decimal('145.444796'))	AB+	Psychiatrist	erica73@yahoo.com	1730	1988-09-19	Nielsen-Gray	Jordan Garcia	richard54	536-14-1151	2025-04-27	457
		O+		onistomarcella@hotmail.com	412	2006-11-19	Giammusso, Ricciardi e Gregori SPA	Romeo Zoppetto-Romagnoli	ocolletti	FRRBGI48E67M277W	03 Jun 2022	363
	(Decimal('-17.5841205'), Decimal('158.908368'))	A+		scheibeliesel@aol.de	966	1945-01-24	Stadelmann Dussen van KG	Prof. Helmut Scholtz	oda59	422-44-4839	25 Nov 2024	438
	(Decimal('49.5931015'), Decimal('76.862385'))	B+		lopesmariane@yahoo.com.br	1766		Nascimento Andrade S/A	Srta. Melissa Garcia	mariane10	84316752928	2022/06/04	693
	(Decimal('-63.6543645'), Decimal('75.549193'))	B+		svendetti@live.com	1396		Loredan Group	Donato Ferrata	ldulbecco	BRNRMN82H52L680M	12/01/2022, 00:00:00	421
	(Decimal('86.2275835'), Decimal('126.663448'))	A+		vitormachado@gmail.com	1549		Borges Gomes S/A	Aylla Freitas	augustoda-costa	86390517203	2020-05-25	602
	(Decimal('74.132021'), Decimal('104.262505'))	B-	お笑い芸人	nanami52@hotmail.com	2037	1984-04-26	森情報株式会社	森 春香	mikimiura	317-56-0238	05/14/2023, 00:00:00	508
	(Decimal('-4.7355765'), Decimal('-19.861650'))	A+		tanakakenichi@hotmail.com	180	1947-01-08	田中情報有限会社	橋本 知実	wokada	140-34-2664	2021/01/01	285
	(Decimal('-66.6907045'), Decimal('19.672747'))	AB+		dfarias@bol.com.br	1327		Abreu	Isabella Teixeira	yago14	13920864506	2023-02-07	255
	(Decimal('77.4808355'), Decimal('-46.142307'))	B-		dbacosi@gmail.com	257		Branciforte, Marangoni e Dallapé s.r.l.	Cecilia Polesel	trussardibianca	PRPCRT92S05C829O	2021-12-16	162
	(Decimal('26.586531'), Decimal('-25.242940'))	AB+		yukikimura@gmail.com	1400		長谷川鉱業合同会社	吉田 治	xmatsuda	587-22-9725	2023-04-08	264
	(Decimal('44.979190'), Decimal('-104.590811'))	A+		fogawa@hotmail.com	1539	2002-11-28	有限会社清水銀行	田中 学	chiyokondo	114-66-8764	2018/09/24	157
	(Decimal('30.9158555'), Decimal('-30.999093'))	B-		tschentscherserge@aol.de	1911	2001-07-04	Kuhl e.V.	Nicolaus Radisch	hlindau	253-47-2833	2023-01-26	279
	(Decimal('45.091621'), Decimal('-138.924862'))	AB+		zpietrangeli@poste.it	1480	1987-07-01	Tron s.r.l.	Camilla Silvestri	xleopardi	SLALVR72P25A523R	2021/05/07	506
	(Decimal('82.053965'), Decimal('-65.495989'))	A+	Herpetologist	garymorris@gmail.com	1681	1940-01-13	Ruiz-Krause	Timothy Roman	alexandermatthew	308-78-9245	2022/06/22	106
	(Decimal('-12.915945'), Decimal('-13.119619'))	A-	Programmierer	tackermann@gmail.com	1323	1910-12-07	Wagenknecht	Univ.Prof. Valentine Oestrovsky	sstaude	519-68-9808	03/21/2020, 00:00:00	5
	(Decimal('84.952055'), Decimal('157.584422'))	B-		cathleentlustek@gmail.com	428	2021-09-27	Staude	Dipl.-Ing. Nick Weller MBA.	klaus-juergen84	536-87-3731	2022-11-13	450
	(Decimal('-84.424167'), Decimal('176.090446'))	A-	Production assistant, radio	david79@hotmail.com	355	1939-12-21	Clark-Garcia	Jonathan Newton	howardmelissa	589-57-5788	27 Mar 2024	289
	(Decimal('23.1746485'), Decimal('38.695395'))	A+		yosuke98@hotmail.com	1567	1941-06-28	高橋運輸合同会社	伊藤 裕樹	kyosuke55	039-78-6783	2021-02-02	351
	(Decimal('-1.740516'), Decimal('-167.373016'))	O+		golgimariana@libero.it	1012	2013-07-06	Montessori-Chiesa e figli	Germana Saraceno	upetrucelli	PRGFRN81T44I157I	02 Jan 2020	536
	(Decimal('3.3358275'), Decimal('39.612833'))	O+		lynnweaver@yahoo.com	22	1989-04-25	Barnes, Joseph and Allison	Paul Marks	sabrinajones	439-89-3957	2019/02/14	104
	(Decimal('-76.3525425'), Decimal('175.224275'))	A-		oito@gmail.com	479	1968-05-22	木村電気有限会社	鈴木 涼平	kyosukeito	494-22-9034	2020/01/11	193
	(Decimal('26.862825'), Decimal('-117.658704'))	A+		twilson@yahoo.com	1984		Garcia-Freeman	Michael Hess	gerald54	818-31-9636	10/03/2023, 00:00:00	760
	(Decimal('-3.717361'), Decimal('-115.472368'))	O+		marcantonio80@yahoo.com	160		Giannone, Medici e Vattimo SPA	Cristina Goldstein	morabitogioachino	GNVDNL52B67G959H	11/09/2018, 00:00:00	106
	(Decimal('-42.102881'), Decimal('148.871617'))	O-	Krankenschwester	roehrichthilde@yahoo.de	170	2000-03-28	Striebitz GmbH	Ing. Wilhelm Mende	hsteckel	616-32-3003	2024-02-01	338
	(Decimal('-55.251160'), Decimal('150.942331'))	B+		pintoaylla@uol.com.br	1818		Nunes	Rhavi Abreu	cavalcantiliam	24659817067	2023-04-22	343
	(Decimal('14.108190'), Decimal('164.098294'))	A+		nakajimarika@gmail.com	973		株式会社佐々木建設	佐藤 淳	okadaatsushi	728-21-4773	23 Feb 2024	688
	(Decimal('48.765897'), Decimal('-100.946259'))	B+		voliveira@ig.com.br	173		Gonçalves da Rocha - ME	Maria Luísa Siqueira	xcorreia	72630195406	12/03/2023, 00:00:00	43
	(Decimal('83.6945345'), Decimal('7.196324'))	A+		concetta02@tim.it	1829		Bocelli s.r.l.	Lucia Vattimo	calogerosoffici	MRSRMR75R61G627T	2022/01/18	274
	(Decimal('11.759073'), Decimal('149.198007'))	AB+		rikeda@yahoo.com	646		山本情報合同会社	佐藤 さゆり	momoko55	125-26-9643	04/20/2021, 00:00:00	533
		A-		berthajaehn@googlemail.com	779		Bender OHG mbH	Andrey Heintze B.Eng.	lidia44	074-73-6440	30 Mar 2020	273
	(Decimal('-74.4334975'), Decimal('-111.936497'))	B+		taroito@hotmail.com	525	2008-03-23	合同会社高橋水産	村上 零	skobayashi	399-36-1020	2020-10-13	112
	(Decimal('27.437479'), Decimal('165.923456'))	AB+		xbowman@gmail.com	1641		Hanson LLC	Mr. Steven Smith	jesus10	264-74-1491	08 Dec 2024	554
	(Decimal('27.5877635'), Decimal('2.265877'))	A-	Chief Strategy Officer	tgarcia@hotmail.com	2116		Michael, Stewart and Reid	Gina Perry	jessicahensley	191-39-4592	2024/02/23	767
	(Decimal('-18.163362'), Decimal('88.134567'))	A-	Ferroviário	isisda-mota@uol.com.br	2029	1992-05-29	Vargas S/A	Sra. Luara Sampaio	gduarte	07253198441	08/11/2022, 00:00:00	96
	(Decimal('49.743073'), Decimal('102.960058'))	B-	Artist	phillipbutte@gmail.com	2	1913-06-02	Schleich Juncken KG	Muharrem Kohl-Hermann	johanndenny	990-17-4969	2022/06/16	597
	(Decimal('19.4976785'), Decimal('109.131717'))	O+		pedro-henriquedias@bol.com.br	1479		Machado	Davi Miguel Silveira	asafe98	61945823755	08/21/2023, 00:00:00	244
	(Decimal('70.6670945'), Decimal('90.194664'))	B-		pignattiemilio@live.com	1316	1971-01-11	Trebbi, Modigliani e Mattarella Group	Sig. Stefano Ferrara	luigisalgari	FLLRMN87R44E724Z	2021-05-17	42
	(Decimal('46.5502845'), Decimal('134.345479'))	AB+		guarinopaolucci@gmail.com	1731	1950-06-08	Silvestri e figli	Jolanda Capone	alessiosanti	MRLMLN94H20F781N	2024-10-23	220
	(Decimal('-17.654335'), Decimal('-132.916657'))	B-		atkinsonsandra@yahoo.com	539	2000-02-04	Garrison-Jenkins	Kyle Rhodes	lisa75	633-48-9826	08 Mar 2019	652
	(Decimal('5.799792'), Decimal('-45.451736'))	B+	Binnenschiffer	gabriel40@googlemail.com	1758		Röhricht	Meinrad Wagner MBA.	proht	891-79-7116	05/15/2020, 00:00:00	685
	(Decimal('-52.7134635'), Decimal('42.384563'))	B+	Applications developer	licia91@tin.it	1410	1940-05-02	Udinese, Falloppio e Trapanese e figli	Laura Fabrizi-Renier	annunziata90	VRGVTR51B45E794I	19 Aug 2022	683
	(Decimal('27.7413895'), Decimal('138.360076'))	O-		catarinavargas@bol.com.br	1893	1949-03-27	Peixoto	Maria Vitória Barros	rebeca31	15679482355	2023/08/13	255
	(Decimal('-22.170030'), Decimal('175.571117'))	AB+		josephnicolas@gmail.com	1394		Patel-Davis	Tanya Vincent	shafferantonio	153-44-7970	2020-10-12	583
	(Decimal('77.795557'), Decimal('-22.542496'))	A-	Sushiman	kfreitas@yahoo.com.br	671	1966-06-09	Sousa	Catarina Sousa	ian23	74953208692	2022/03/04	734
	(Decimal('-0.2394275'), Decimal('16.789452'))	AB-	Communications engineer	luziclaudio@outlook.com	225		Loredan s.r.l.	Gioele Leoncavallo-Pavone	renzoleonardi	CMPLNI91L06A782A	08 Apr 2023	133
	(Decimal('23.161141'), Decimal('14.767302'))	A+	営業	maiabe@gmail.com	709		有限会社橋本農林	佐藤 直人	okadatakuma	523-17-0369	23 Jun 2025	364
	(Decimal('5.188035'), Decimal('-40.678497'))	A-	Operations geologist	davidsonmatthew@yahoo.com	1344		Wilson-Wilson	Heather Morales	marvingraham	449-16-2354	22 Dec 2024	669
	(Decimal('55.5976965'), Decimal('-2.482649'))	O+		esmith@yahoo.com	1200		Payne-Potter	Stephanie Crosby	cunninghamdeborah	622-49-7279	2023-05-29	54
	(Decimal('24.967446'), Decimal('81.257818'))	B-	Printmaker	alfredo50@libero.it	721	1967-03-19	Bonino, Sanudo e Abba e figli	Sig.ra Emma Luxardo	girolamo78	GCCSLV89P11B967M	2024/08/09	151
	(Decimal('3.5606225'), Decimal('-142.750945'))	O+		biagiobabati@yahoo.com	1029		Storladi-Roncalli SPA	Vincenzo Pacelli	sgalambromarissa	STRRNZ63B45H165G	05/20/2020, 00:00:00	558
	(Decimal('37.3041135'), Decimal('-25.654563'))	AB+		bellmark@yahoo.com	1353		Hopkins PLC	Ms. Laura Mckee	ronaldnavarro	446-59-1360	2023/12/31	40
	(Decimal('22.969961'), Decimal('16.756367'))	AB+		rpacetti@yahoo.com	167		Lombardi-Gelli e figli	Mauro Gualtieri-Desio	dludovisi	STFGNZ42T64B400Q	12/01/2018, 00:00:00	330
	(Decimal('-76.0596895'), Decimal('-43.684332'))	A-	行政書士	kondoakemi@gmail.com	2067	1915-08-27	合同会社鈴木通信	小川 花子	hasegawaharuka	431-70-9498	04 May 2021	631
	(Decimal('64.290829'), Decimal('172.672615'))	O+		schuchhardtantonie@gmx.de	501		Kobelt	Dipl.-Ing. Adriane Bolander	vogtsiegrid	448-78-0691	2021-11-25	689
	(Decimal('-65.551214'), Decimal('164.729571'))	O-	Técnico em documentação	ana-juliaalmeida@hotmail.com	13		Pinto	Isis Borges	fernandescarolina	20179356895	10/30/2019, 00:00:00	366
	(Decimal('-23.3708925'), Decimal('-154.936940'))	O+		vincenzoflorio@tiscali.it	1966		Fantoni s.r.l.	Ippazio Pacetti	talboni	TRNSLT68E62G886B	2024/06/14	496
	(Decimal('-46.692785'), Decimal('-57.095100'))	AB-	Fleischer	tomislavkramer@googlemail.com	201		Schwital	Univ.Prof. Maritta Kramer B.A.	hans-peterreising	888-64-6987	2022/02/03	599
		AB-		eckbauerviviane@gmx.de	114		Salz	Ottokar Schmidt-Beier	yscholz	759-11-2777	17 Jul 2020	631
	(Decimal('-56.646950'), Decimal('130.839770'))	A+		lattuadatemistocle@live.com	73		Corradi s.r.l.	Carla Taliani	iannelliugolino	MNCDMA39T56E707P	10 Sep 2022	30
	(Decimal('65.980951'), Decimal('-47.584091'))	B-		fuseligriselda@alice.it	489	1947-12-23	Finotto-Majorana Group	Annunziata Garobbio	oreste82	CCRLLR72H02L303J	2025/06/01	33
	(Decimal('-52.963939'), Decimal('43.040530'))	AB+		ldobes@hotmail.de	1307	1991-06-15	Jopich KG	Frau Ruthild Anders MBA.	aeckbauer	027-11-0886	2025/01/06	10
	(Decimal('1.241247'), Decimal('119.399423'))	AB-		bayram39@web.de	915	1915-04-04	Jockel	Dr. Sandra Heuser	fpreiss	509-26-8263	2023-05-31	457
	(Decimal('73.3590085'), Decimal('-158.030623'))	A+		giacomo06@alice.it	877		Mastandrea SPA	Saverio Bocca	beppeschicchi	LPRRNT70D12A706P	27 Mar 2025	664
		AB-		da-luzmariah@bol.com.br	1161		Cavalcanti	Sr. Miguel Vargas	omartins	34591270823	2023/11/06	313
	(Decimal('45.562809'), Decimal('-41.094136'))	A-		kohlsiegrid@web.de	1121	1920-04-13	Plath	Songül Klemm	jeanette21	979-57-2027	07 Jun 2019	677
	(Decimal('74.270006'), Decimal('-167.536455'))	O-		adkinstravis@hotmail.com	2052		Davis Group	Mary Taylor	gregory95	685-74-9638	2025-01-01	556
	(Decimal('-0.708680'), Decimal('-24.239086'))	B-	Designer, blown glass/stained glass	gcain@hotmail.com	39	1948-06-18	Thomas-Young	Patrick Thomas	nathaniel26	121-03-7319	2018/12/08	714
	(Decimal('-89.106633'), Decimal('-156.541038'))	AB-		hmalipiero@outlook.com	1853	1948-12-29	Borroni-Regge e figli	Daniele Pertini-Treves	rizzolimaria	ZNZLCU49D50H862H	2019-08-11	294
	(Decimal('89.1946545'), Decimal('-136.996490'))	O-		hans-juergengraf@aol.de	995		Schmiedt GmbH & Co. KGaA	Diethelm Rust	anke30	038-57-4741	08 Mar 2022	493
	(Decimal('20.637071'), Decimal('-102.861210'))	AB-	Pharmacist, community	crystal27@yahoo.com	984	1981-09-25	Jones, Barnes and Rowe	Joshua Ramirez	oramos	091-05-3451	02 Nov 2018	749
	(Decimal('84.398193'), Decimal('-113.002418'))	O-		weissaugusta@yahoo.de	103		Eigenwillig	Fredy Lübs B.Sc.	guelten84	447-85-3088	02 Jun 2021	262
	(Decimal('71.316810'), Decimal('-33.730904'))	A-	アートディレクター	manabusato@yahoo.com	158	1916-04-06	有限会社佐藤情報	田中 聡太郎	satotomoya	343-96-0875	2019/11/21	241
	(Decimal('-56.2762935'), Decimal('98.480321'))	A+		momoko00@yahoo.com	312	1936-08-01	株式会社佐藤銀行	田中 春香	ogawaosamu	763-94-4754	14 Jun 2020	429
	(Decimal('-67.432501'), Decimal('127.478104'))	O+		okamotoryohei@hotmail.com	846	1990-06-26	木村電気株式会社	小林 治	yosuke13	249-61-3184	2019-06-10	677
	(Decimal('-22.477876'), Decimal('-129.253359'))	AB+		schollbert@gmx.de	773	1982-03-07	Sager GmbH	Prof. Eric Schmidtke B.Sc.	zdenka79	871-05-8793	05/01/2022, 00:00:00	242
	(Decimal('-78.405486'), Decimal('-89.116807'))	B+		kumikosuzuki@yahoo.com	228	2014-09-14	加藤印刷有限会社	中島 直子	ogawamiki	283-16-5389	16 Jan 2021	252
		B+		concettaschlosser@googlemail.com	1159	1948-07-13	Hamann AG	Joachim Wagenknecht	priskadussen-van	937-35-7073	06/10/2022, 00:00:00	181
	(Decimal('-28.6439775'), Decimal('-150.707180'))	AB-	Brewing technologist	santorosimonetta@hotmail.com	570		Ariosto, Udinesi e Grisoni e figli	Elisa Cilea	chiesavaleria	SRLSNO31A24G125W	2023-12-12	487
	(Decimal('-14.594047'), Decimal('170.261901'))	B-	検察官	ryohei31@hotmail.com	1221	1924-05-30	佐藤電気株式会社	吉田 淳	znakajima	649-66-8107	2020/07/19	770
	(Decimal('-2.3880685'), Decimal('-125.953772'))	AB-	Market researcher	patricia72@yahoo.com	1693		Mitchell PLC	Jon Frazier	nicholas67	798-28-4254	2020-12-05	390
	(Decimal('13.3082575'), Decimal('176.798849'))	AB-		davi98@yahoo.com.br	2052	1953-12-14	Guerra	Lunna da Mata	heloisada-cruz	09237184603	12/29/2022, 00:00:00	467
		O-		rceci@vodafone.it	1983	1996-11-17	Miniati, Scarpetta e Giulietti SPA	Nico Flaiano	umberto82	GTTLLN76A02E403V	2020-11-08	79
	(Decimal('18.6436245'), Decimal('-60.120049'))	B-	Exhibition designer	emilio61@poste.it	331		Costanzi SPA	Vanessa Ficino	venturicostanzo	GCCBRC63P30E184B	06/18/2025, 00:00:00	646
	(Decimal('-55.8013515'), Decimal('114.685850'))	A+		nanami62@yahoo.com	30	2010-01-01	佐藤水産株式会社	田中 舞	tsubasa51	624-60-9266	15 Jan 2024	546
	(Decimal('45.3055575'), Decimal('50.129466'))	O+		egarcia@bol.com.br	847	1983-05-15	Teixeira Mendes - ME	Lorenzo Câmara	isiqueira	39574028160	2024/09/21	452
	(Decimal('14.024294'), Decimal('81.987183'))	AB-		roehrdanzviktoria@hotmail.de	535		Ernst GbR	Günter Hein B.A.	miroslawa38	258-84-2220	11/21/2018, 00:00:00	337
	(Decimal('-87.749480'), Decimal('-126.630632'))	AB+		briandiaz@yahoo.com	629	1992-07-23	Curry PLC	Gabriela Owens	josephlong	214-47-3987	07 Nov 2022	176
	(Decimal('16.2933915'), Decimal('-153.244491'))	A+		iolandafilzi@tiscali.it	580		Zacco-Trillini SPA	Panfilo Mercadante-Virgilio	navarriaangelo	MNTNCL64B61E025P	2021-08-08	554
	(Decimal('-65.7641795'), Decimal('-133.548407'))	O-		yoichisasaki@yahoo.com	1384	1915-03-08	小林電気株式会社	佐々木 零	haruka54	471-08-3141	04/30/2020, 00:00:00	239
	(Decimal('74.1308645'), Decimal('101.043885'))	AB-		argentimanuel@fastwebnet.it	1454		Tarantini, Soderini e Raimondi Group	Dina Falloppio	giovannazichichi	BGGMRC02A69F722Z	2024/06/18	442
	(Decimal('-15.6914595'), Decimal('145.349237'))	B+		moraesamanda@uol.com.br	1660	1957-06-13	Leão	Mathias Marques	pastorpietra	30486729583	08 Sep 2023	362
	(Decimal('-44.3605265'), Decimal('-162.702435'))	A-		ppatberg@gmail.com	2066		Bärer KG	Frieda Reuter MBA.	anne-katrin68	060-45-0721	2022/01/10	201
	(Decimal('-24.618927'), Decimal('-106.235685'))	O+	Multimedia specialist	williamsonbrian@yahoo.com	1730	1956-10-11	Ortega Inc	Veronica Conrad	kevinmills	521-96-9915	14 Aug 2025	391
	(Decimal('66.1517695'), Decimal('143.046204'))	A-	Designer, graphic	xstewart@gmail.com	1696		Payne, Wong and Hernandez	Jerry Gates	tgarcia	546-33-7037	2020-08-27	663
	(Decimal('-77.8945055'), Decimal('50.347612'))	B+		kanamiura@hotmail.com	178		合同会社坂本銀行	渡辺 淳	kyosukesuzuki	641-83-5035	2025-07-01	88
	(Decimal('24.139361'), Decimal('-69.409527'))	O-		sakamotomituru@hotmail.com	78	1946-07-23	合同会社後藤鉱業	佐藤 拓真	hayashiyosuke	780-27-3019	2022-11-16	241
	(Decimal('78.7765335'), Decimal('40.568854'))	A+	Police officer	lolitasommaruga@gmail.com	292	2009-12-10	Moccia-Lancisi SPA	Claudia Einaudi-Rastelli	tiannotti	MZRRNT33C25L356T	2021/11/07	140
	(Decimal('22.7588685'), Decimal('118.369951'))	A-	Techniker	ckitzmann@web.de	913		Mies KG	Ellinor Gröttner	weinhagedan	712-47-4623	2023-03-11	764
	(Decimal('-9.0609055'), Decimal('31.141055'))	A+		valdobrandi@libero.it	977	2017-04-12	Mastandrea Group	Dionigi Chittolini-Agazzi	lgianinazzi	BNDLCI02D18C938P	2024-01-03	652
	(Decimal('0.057630'), Decimal('141.222101'))	AB-	小説家	tsuzuki@gmail.com	1242		株式会社伊藤食品	鈴木 太郎	naokimurakami	876-14-7016	2024-04-12	340
	(Decimal('64.620865'), Decimal('-55.685055'))	B+		silvesterschulz@hotmail.de	58	1971-02-27	Hecker	Mariana Steuer B.Sc.	natalija88	780-18-1808	2021/03/01	464
		B-		kazuyakondo@gmail.com	940	1989-01-02	株式会社小林運輸	佐藤 智也	mikiogawa	289-85-6420	2021/02/04	365
	(Decimal('-1.1476675'), Decimal('148.356799'))	A-	Quality manager	richardschristina@hotmail.com	888	1961-12-21	Booth-Garcia	Janet Campbell	efrye	871-99-4600	2022/12/06	197
	(Decimal('-60.5742055'), Decimal('-68.470173'))	B-	Museum/gallery exhibitions officer	christopher90@hotmail.com	61	1995-09-10	Alexander PLC	Jacob Wu MD	isaiahjenkins	448-73-5660	2024-11-13	476
	(Decimal('-18.2583385'), Decimal('110.139742'))	A+	Flanelinha	castroana-laura@gmail.com	1730	2024-05-20	Camargo	Emanuelly Alves	joao-vitorcunha	75842019388	27 Jun 2022	416
	(Decimal('-63.0307265'), Decimal('19.531721'))	AB+		wraedel@web.de	1401	1982-01-15	Weiß Kitzmann AG	Vitus Girschner	aholzapfel	853-10-8081	2024/10/04	530
	(Decimal('-19.331565'), Decimal('-103.326660'))	AB-	Síndico	pachecogael@yahoo.com.br	681	1910-08-05	Nunes	Maria Liz da Conceição	mouraraquel	71954268319	24 Aug 2023	664
	(Decimal('-32.2875825'), Decimal('47.190400'))	A+		jwashington@hotmail.com	1752	1996-11-15	Mcclure, Hill and Villa	John Riley	garciawilliam	162-40-0487	2020/05/24	335
	(Decimal('32.3918375'), Decimal('7.238025'))	AB+	Astrofísico	davi-luizda-conceicao@uol.com.br	730		Nunes S/A	Lavínia Martins	umelo	94203618533	2023-07-15	238
	(Decimal('-39.3631165'), Decimal('-135.836394'))	A+		coreylittle@hotmail.com	1910		Valdez Group	Erika Dickerson	strongrebecca	533-42-3559	2023/02/14	604
	(Decimal('75.229179'), Decimal('146.994485'))	B-		courtney39@yahoo.com	1030		Crawford, Munoz and Harmon	Nicole Robles	sampsonerica	030-89-2226	09/10/2023, 00:00:00	282
		O+	Beamter	ljudmila60@gmail.com	2067	1951-02-14	Fliegner GmbH & Co. OHG	Prof. Utz Wagenknecht	solveig63	976-92-4428	19 Oct 2020	461
	(Decimal('-35.5936235'), Decimal('-137.406099'))	O-		gstumpf@yahoo.de	727		Ortmann	Ing. Manuel Weinhold B.A.	petros33	144-47-3095	2020-10-21	521
	(Decimal('79.379074'), Decimal('99.439144'))	AB-		kathleenaustin@gmail.com	1043		Butler LLC	Katie Sanchez MD	scottsullivan	272-35-7776	08/14/2024, 00:00:00	636
	(Decimal('63.3061715'), Decimal('118.751872'))	B+		fergusoncarolyn@gmail.com	1765	1915-07-15	Hahn-Ruiz	Raymond Oconnor	zbutler	162-47-1558	2018-10-23	639
	(Decimal('16.733903'), Decimal('-150.676980'))	AB+	Plant breeder/geneticist	raffaelestradivari@tele2.it	1757		Perozzo-Malipiero e figli	Dott. Elmo Bevilacqua	lucamortati	BGNCLR82L71I176H	2021/06/20	698
	(Decimal('46.059759'), Decimal('-33.181070'))	AB-	航海士	osuzuki@hotmail.com	1713		西村通信株式会社	鈴木 知実	kazuya36	002-88-6719	2022-09-05	688
	(Decimal('62.3855785'), Decimal('13.037675'))	O-		aria80@fastwebnet.it	1247		Finotto, Mezzetta e Gramsci Group	Eliana Venturi	angiolellolazzaro	GBBGBL72M53L314G	06/13/2021, 00:00:00	555
	(Decimal('77.898792'), Decimal('108.690346'))	O+	Accountant, chartered public finance	pierangelo61@gmail.com	2095		Bajardi-Scaduto s.r.l.	Gianni Interiano	piermariagiorgetti	VLMGNN04B17L788A	2022/02/15	153
	(Decimal('-46.776532'), Decimal('131.874878'))	O-		momoko00@hotmail.com	567	2024-04-23	長谷川ガス有限会社	近藤 直樹	yamazakiyuki	628-24-9848	2019/08/18	538
	(Decimal('24.928861'), Decimal('74.604044'))	A+	Engineer, electrical	fiammabenussi@hotmail.com	191		Toldo, Guariento e Tosi SPA	Geronimo Depero	pellihugo	LBLSBT76R64M176W	2022-01-21	730
	(Decimal('-49.5699965'), Decimal('-60.228651'))	B+		dora21@aol.de	994	1978-02-12	Holzapfel Schuster KGaA	Zeynep Eberhardt	attilaullmann	038-32-2075	2023/06/27	654
	(Decimal('-5.821526'), Decimal('65.789707'))	AB+		danilo01@virgilio.it	1845	2011-09-07	Squarcione, Caracciolo e Romagnoli e figli	Fiorino Bellocchio	benvenutozecchini	CSTNCL84M49I815R	07 Sep 2019	134
	(Decimal('-51.017920'), Decimal('69.441442'))	A-	Financial manager	xrossetti@live.com	1944	1971-10-14	Iannotti-Murialdo e figli	Dott. Martino Condoleo	annalisa45	SGRLZR77P70E791M	2021-04-10	302
	(Decimal('11.2950535'), Decimal('-150.261331'))	AB+		bebert@gmx.de	2118	1939-10-08	Rust GmbH & Co. KGaA	Gabriel Rörricht	mareikewarmer	860-99-8711	03 Dec 2023	389
	(Decimal('-15.4625125'), Decimal('-76.071236'))	B+		camaraana-laura@bol.com.br	1618	1965-09-17	Siqueira	Dra. Aurora da Conceição	pimentaluana	56739028400	11 Jan 2021	320
	(Decimal('-6.227874'), Decimal('26.629272'))	O+		zlombroso@virgilio.it	2022	2014-11-17	Soderini-Gibilisco e figli	Dott. Antonio Corbo	paulina58	NCCFLR21B26A832Z	01/26/2023, 00:00:00	176
